ShareCode,MA_std,RSI,Price/BB_up,Price/BB_down,Price/KijunSen,Price/TenkanSen,Price/MA_20,Price/MA_50,Price/MA_100,San,Nganh,So_huu_nha_nuoc,So_huu_nuoc_ngoai,DTT_2018,TT_DTT,EPS_2018,LNST_2018,TT_LNST,TTS_2018,TT_TTS,VCSH_2018,EBITDA,EBITDA_per,ROE,ROA,EV,EV/EBITDA,P/E,P/B,Book_value,Market_size,TTS/VCSH
ICF,<= 0.3,No info,0.9 => 1,> 1.1,> 1,> 1,>= 1,>= 1,>= 1,UPCOM,Sản xuất thực phẩm L3,0.0,0.0266932146,115 ty => 350 ty,<= 0,<= 250,<= 2 ty,> 0.2,170 ty => 450 ty,<= 0,70 ty => 200 ty,<= 8 ty,<= 0.05,<= 0.05,<= 0.01,40 ty => 180 ty,<= 1,<= 5,<= 0.5,70 ty => 190 ty,<= 50 ty,2 => 3
IDI,0.3 => 0.7,> 70,0.9 => 1,> 1.1,> 1,> 1,>= 1,>= 1,>= 1,HOSE,Sản xuất thực phẩm L3,0.0,0.0129,> 1150 ty,> 0.1,> 2500,> 65 ty,<= 0,> 1450 ty,> 0.1,> 600 ty,> 140 ty,0.1 => 0.2,> 0.2,0.05 => 0.1,> 750 ty,4 => 9,<= 5,0.5 => 0.8,> 550 ty,> 600 ty,2 => 3
IJC,0.3 => 0.7,30 => 70,0.9 => 1,1 => 1.1,<= 1,<= 1,<= 1,>= 1,>= 1,HOSE,Bất động sản L3,0.7880026221,0.0182,> 1150 ty,> 0.1,1000 => 2500,> 65 ty,> 0.2,> 1450 ty,<= 0,> 600 ty,> 140 ty,> 0.2,0.1 => 0.2,0.01 => 0.05,> 750 ty,> 9,8 => 18,0.8 => 1.5,> 550 ty,> 600 ty,> 3
IMP,0.3 => 0.7,> 70,> 1,1 => 1.1,> 1,> 1,>= 1,>= 1,>= 1,HOSE,Dược phẩm L3,0.1989119478,0.49,> 1150 ty,0 => 0.1,> 2500,> 65 ty,0 => 0.2,> 1450 ty,0 => 0.1,> 600 ty,> 140 ty,0.1 => 0.2,0.05 => 0.1,0.05 => 0.1,> 750 ty,> 9,> 18,> 1.5,> 550 ty,> 600 ty,<= 1.5
ITA,<= 0.3,30 => 70,0.9 => 1,1 => 1.1,<= 1,> 1,>= 1,>= 1,>= 1,HOSE,Bất động sản L3,0.0,0.0173,350 ty => 1150 ty,> 0.1,<= 250,> 65 ty,> 0.2,> 1450 ty,0 => 0.1,> 600 ty,> 140 ty,> 0.2,<= 0.05,<= 0.01,> 750 ty,> 9,> 18,<= 0.5,> 550 ty,> 600 ty,<= 1.5
ITC,0.3 => 0.7,<= 30,<= 0.9,<= 1,<= 1,<= 1,<= 1,>= 1,>= 1,HOSE,Bất động sản L3,0.1615158191,0.0048,350 ty => 1150 ty,<= 0,1000 => 2500,> 65 ty,<= 0,> 1450 ty,> 0.1,> 600 ty,36 ty => 140 ty,0.1 => 0.2,0.05 => 0.1,0.01 => 0.05,> 750 ty,> 9,8 => 18,0.5 => 0.8,> 550 ty,> 600 ty,2 => 3
ITD,<= 0.3,30 => 70,0.9 => 1,1 => 1.1,<= 1,<= 1,<= 1,<= 1,<= 1,HOSE,Thiết bị và Phần cứng L3,0.0,0.1655,350 ty => 1150 ty,<= 0,250 => 1000,13 ty => 65 ty,<= 0,450 ty => 1450 ty,<= 0,200 ty => 600 ty,36 ty => 140 ty,0.1 => 0.2,0.1 => 0.2,0.05 => 0.1,180 ty => 750 ty,4 => 9,> 18,0.5 => 0.8,190 ty => 550 ty,150 ty => 600 ty,<= 1.5
JVC,<= 0.3,> 70,> 1,> 1.1,> 1,> 1,>= 1,>= 1,>= 1,HOSE,Thiết bị và Dịch vụ Y tế L3,0.0,0.4679,350 ty => 1150 ty,0 => 0.1,No info,13 ty => 65 ty,<= 0,450 ty => 1450 ty,<= 0,200 ty => 600 ty,8 ty => 36 ty,<= 0.05,<= 0.05,0.01 => 0.05,180 ty => 750 ty,> 9,No info,0.5 => 0.8,190 ty => 550 ty,150 ty => 600 ty,<= 1.5
KAC,<= 0.3,No info,0.9 => 1,<= 1,<= 1,<= 1,<= 1,<= 1,<= 1,UPCOM,Bất động sản L3,0.0,0.0003361667,<= 115 ty,> 0.1,250 => 1000,2 ty => 13 ty,<= 0,450 ty => 1450 ty,<= 0,200 ty => 600 ty,8 ty => 36 ty,0.1 => 0.2,<= 0.05,0.01 => 0.05,180 ty => 750 ty,> 9,> 18,0.8 => 1.5,190 ty => 550 ty,150 ty => 600 ty,1.5 => 2
KBC,0.3 => 0.7,30 => 70,0.9 => 1,1 => 1.1,<= 1,<= 1,<= 1,<= 1,>= 1,HOSE,Bất động sản L3,0.0,0.2654,> 1150 ty,> 0.1,1000 => 2500,> 65 ty,> 0.2,> 1450 ty,0 => 0.1,> 600 ty,> 140 ty,> 0.2,0.05 => 0.1,0.01 => 0.05,> 750 ty,> 9,8 => 18,0.5 => 0.8,> 550 ty,> 600 ty,1.5 => 2
KDC,0.3 => 0.7,30 => 70,0.9 => 1,1 => 1.1,<= 1,<= 1,<= 1,>= 1,>= 1,HOSE,Sản xuất thực phẩm L3,0.0,0.2079,> 1150 ty,<= 0,<= 250,> 65 ty,> 0.2,> 1450 ty,<= 0,> 600 ty,> 140 ty,0.05 => 0.1,<= 0.05,0.01 => 0.05,> 750 ty,> 9,> 18,0.5 => 0.8,> 550 ty,> 600 ty,<= 1.5
KDH,> 0.7,> 70,0.9 => 1,> 1.1,> 1,<= 1,>= 1,>= 1,>= 1,HOSE,Bất động sản L3,0.0,0.4453,> 1150 ty,> 0.1,1000 => 2500,> 65 ty,> 0.2,> 1450 ty,> 0.1,> 600 ty,> 140 ty,> 0.2,0.1 => 0.2,0.05 => 0.1,> 750 ty,> 9,8 => 18,> 1.5,> 550 ty,> 600 ty,<= 1.5
KHP,<= 0.3,30 => 70,> 1,1 => 1.1,> 1,> 1,>= 1,>= 1,>= 1,HOSE,Sản xuất & Phân phối Điện L3,0.5153010631,0.2106,> 1150 ty,> 0.1,1000 => 2500,13 ty => 65 ty,<= 0,> 1450 ty,0 => 0.1,> 600 ty,> 140 ty,0.05 => 0.1,0.05 => 0.1,0.01 => 0.05,> 750 ty,4 => 9,5 => 8,0.5 => 0.8,> 550 ty,150 ty => 600 ty,> 3
KMR,<= 0.3,30 => 70,0.9 => 1,1 => 1.1,<= 1,<= 1,<= 1,<= 1,<= 1,HOSE,Hàng cá nhân L3,0.0,0.628,350 ty => 1150 ty,> 0.1,<= 250,2 ty => 13 ty,0 => 0.2,450 ty => 1450 ty,> 0.1,200 ty => 600 ty,36 ty => 140 ty,0.1 => 0.2,<= 0.05,<= 0.01,180 ty => 750 ty,4 => 9,> 18,<= 0.5,> 550 ty,50 ty => 150 ty,1.5 => 2
KPF,> 0.7,30 => 70,0.9 => 1,1 => 1.1,<= 1,<= 1,<= 1,<= 1,<= 1,HOSE,Xây dựng và Vật liệu L3,0.0,0.0002,350 ty => 1150 ty,<= 0,1000 => 2500,13 ty => 65 ty,<= 0,450 ty => 1450 ty,> 0.1,200 ty => 600 ty,8 ty => 36 ty,0.05 => 0.1,0.1 => 0.2,0.01 => 0.05,> 750 ty,> 9,> 18,> 1.5,190 ty => 550 ty,150 ty => 600 ty,> 3
KSB,0.3 => 0.7,30 => 70,0.9 => 1,<= 1,<= 1,<= 1,<= 1,<= 1,<= 1,HOSE,Khai khoáng L3,0.0,0.0952,> 1150 ty,0 => 0.1,> 2500,> 65 ty,<= 0,> 1450 ty,> 0.1,> 600 ty,> 140 ty,> 0.2,> 0.2,> 0.1,> 750 ty,4 => 9,<= 5,0.8 => 1.5,> 550 ty,> 600 ty,2 => 3
KSH,<= 0.3,30 => 70,<= 0.9,> 1.1,<= 1,<= 1,<= 1,>= 1,<= 1,UPCOM,Khai khoáng L3,0.0,0.002926638,<= 115 ty,<= 0,<= 250,2 ty => 13 ty,<= 0,450 ty => 1450 ty,> 0.1,> 600 ty,<= 8 ty,0.05 => 0.1,<= 0.05,<= 0.01,40 ty => 180 ty,> 9,8 => 18,<= 0.5,> 550 ty,<= 50 ty,<= 1.5
L10,> 0.7,No info,> 1,> 1.1,> 1,> 1,>= 1,>= 1,>= 1,HOSE,Công nghiệp nặng L3,0.36,0.0098,350 ty => 1150 ty,> 0.1,1000 => 2500,13 ty => 65 ty,<= 0,450 ty => 1450 ty,0 => 0.1,200 ty => 600 ty,36 ty => 140 ty,0.05 => 0.1,0.05 => 0.1,0.01 => 0.05,> 750 ty,> 9,8 => 18,0.8 => 1.5,190 ty => 550 ty,150 ty => 600 ty,> 3
LAF,<= 0.3,30 => 70,0.9 => 1,> 1.1,> 1,> 1,>= 1,>= 1,>= 1,HOSE,Sản xuất thực phẩm L3,0.0,0.0233,350 ty => 1150 ty,<= 0,<= 250,<= 2 ty,<= 0,170 ty => 450 ty,<= 0,70 ty => 200 ty,<= 8 ty,<= 0.05,<= 0.05,<= 0.01,180 ty => 750 ty,<= 1,<= 5,0.8 => 1.5,70 ty => 190 ty,50 ty => 150 ty,1.5 => 2
LBM,> 0.7,30 => 70,0.9 => 1,1 => 1.1,<= 1,<= 1,<= 1,>= 1,>= 1,HOSE,Xây dựng và Vật liệu L3,0.0,0.0563,350 ty => 1150 ty,> 0.1,> 2500,13 ty => 65 ty,0 => 0.2,170 ty => 450 ty,> 0.1,200 ty => 600 ty,36 ty => 140 ty,0.1 => 0.2,> 0.2,> 0.1,180 ty => 750 ty,1 => 4,<= 5,0.8 => 1.5,190 ty => 550 ty,150 ty => 600 ty,<= 1.5
LCG,<= 0.3,30 => 70,0.9 => 1,1 => 1.1,> 1,> 1,>= 1,>= 1,<= 1,HOSE,Xây dựng và Vật liệu L3,0.0,0.3105,> 1150 ty,0 => 0.1,1000 => 2500,> 65 ty,> 0.2,> 1450 ty,<= 0,> 600 ty,> 140 ty,0.1 => 0.2,0.1 => 0.2,0.01 => 0.05,> 750 ty,> 9,5 => 8,0.8 => 1.5,> 550 ty,> 600 ty,2 => 3
LCM,<= 0.3,30 => 70,<= 0.9,1 => 1.1,<= 1,<= 1,<= 1,<= 1,<= 1,HOSE,Khai khoáng L3,0.0,0.0859,<= 115 ty,> 0.1,<= 250,<= 2 ty,<= 0,170 ty => 450 ty,0 => 0.1,200 ty => 600 ty,<= 8 ty,0.1 => 0.2,<= 0.05,<= 0.01,<= 40 ty,> 9,<= 5,<= 0.5,190 ty => 550 ty,<= 50 ty,<= 1.5
LDG,0.3 => 0.7,30 => 70,0.9 => 1,> 1.1,> 1,> 1,>= 1,>= 1,>= 1,HOSE,Bất động sản L3,0.0,0.0114,> 1150 ty,> 0.1,> 2500,> 65 ty,> 0.2,> 1450 ty,> 0.1,> 600 ty,> 140 ty,> 0.2,> 0.2,> 0.1,> 750 ty,4 => 9,<= 5,0.8 => 1.5,> 550 ty,> 600 ty,1.5 => 2
LEC,0.3 => 0.7,30 => 70,0.9 => 1,1 => 1.1,> 1,> 1,>= 1,<= 1,<= 1,HOSE,Bất động sản L3,0.0,0.0,350 ty => 1150 ty,<= 0,<= 250,<= 2 ty,<= 0,450 ty => 1450 ty,<= 0,200 ty => 600 ty,8 ty => 36 ty,0.05 => 0.1,<= 0.05,<= 0.01,> 750 ty,> 9,> 18,0.8 => 1.5,190 ty => 550 ty,150 ty => 600 ty,> 3
PCM,<= 0.3,No info,0.9 => 1,<= 1,<= 1,<= 1,<= 1,<= 1,>= 1,UPCOM,Xây dựng và Vật liệu L3,0.49,0.0,<= 115 ty,<= 0,<= 250,<= 2 ty,<= 0,<= 170 ty,<= 0,<= 70 ty,<= 8 ty,<= 0.05,<= 0.05,<= 0.01,40 ty => 180 ty,> 9,> 18,<= 0.5,<= 70 ty,<= 50 ty,1.5 => 2
HUG,0.3 => 0.7,> 70,0.9 => 1,1 => 1.1,<= 1,<= 1,>= 1,<= 1,>= 1,UPCOM,Hàng cá nhân L3,0.3500698155,0.0002509225,350 ty => 1150 ty,0 => 0.1,> 2500,> 65 ty,<= 0,450 ty => 1450 ty,0 => 0.1,200 ty => 600 ty,> 140 ty,> 0.2,> 0.2,> 0.1,180 ty => 750 ty,4 => 9,<= 5,0.8 => 1.5,190 ty => 550 ty,150 ty => 600 ty,1.5 => 2
PCC,> 0.7,30 => 70,<= 0.9,> 1.1,<= 1,<= 1,<= 1,<= 1,<= 1,UPCOM,Xây dựng và Vật liệu L3,0.3000175652,0.0,350 ty => 1150 ty,<= 0,> 2500,13 ty => 65 ty,0 => 0.2,450 ty => 1450 ty,0 => 0.1,200 ty => 600 ty,36 ty => 140 ty,0.1 => 0.2,0.1 => 0.2,0.05 => 0.1,180 ty => 750 ty,4 => 9,<= 5,0.5 => 0.8,190 ty => 550 ty,50 ty => 150 ty,> 3
NDX,<= 0.3,30 => 70,0.9 => 1,1 => 1.1,<= 1,> 1,>= 1,>= 1,>= 1,HNX,Xây dựng và Vật liệu L3,0.145460486,0.0659,115 ty => 350 ty,<= 0,1000 => 2500,13 ty => 65 ty,<= 0,170 ty => 450 ty,<= 0,70 ty => 200 ty,8 ty => 36 ty,0.05 => 0.1,> 0.2,0.05 => 0.1,40 ty => 180 ty,4 => 9,5 => 8,0.8 => 1.5,<= 70 ty,50 ty => 150 ty,2 => 3
NBC,<= 0.3,30 => 70,0.9 => 1,1 => 1.1,> 1,> 1,>= 1,<= 1,<= 1,HNX,Khai khoáng L3,0.6500000108,0.0576,> 1150 ty,> 0.1,1000 => 2500,> 65 ty,<= 0,> 1450 ty,0 => 0.1,200 ty => 600 ty,> 140 ty,> 0.2,0.1 => 0.2,0.01 => 0.05,> 750 ty,4 => 9,<= 5,<= 0.5,190 ty => 550 ty,150 ty => 600 ty,> 3
PCG,> 0.7,30 => 70,> 1,> 1.1,> 1,> 1,>= 1,>= 1,>= 1,HNX,Nước & Khí đốt L3,0.0,0.4723,115 ty => 350 ty,<= 0,<= 250,<= 2 ty,> 0.2,170 ty => 450 ty,<= 0,200 ty => 600 ty,<= 8 ty,<= 0.05,<= 0.05,<= 0.01,180 ty => 750 ty,<= 1,<= 5,0.8 => 1.5,190 ty => 550 ty,150 ty => 600 ty,<= 1.5
TH1,<= 0.3,No info,0.9 => 1,<= 1,<= 1,<= 1,<= 1,<= 1,<= 1,UPCOM,Phân phối thực phẩm & dược phẩm L3,0.0,0.0001539965,<= 115 ty,> 0.1,<= 250,<= 2 ty,> 0.2,450 ty => 1450 ty,0 => 0.1,<= 70 ty,36 ty => 140 ty,> 0.2,0.1 => 0.2,<= 0.01,> 750 ty,> 9,<= 5,<= 0.5,<= 70 ty,50 ty => 150 ty,<= 1.5
PCE,0.3 => 0.7,30 => 70,<= 0.9,1 => 1.1,<= 1,<= 1,<= 1,<= 1,<= 1,HNX,Hóa chất L3,0.75,0.0392,> 1150 ty,<= 0,1000 => 2500,13 ty => 65 ty,> 0.2,170 ty => 450 ty,<= 0,70 ty => 200 ty,8 ty => 36 ty,<= 0.05,0.05 => 0.1,0.01 => 0.05,180 ty => 750 ty,> 9,8 => 18,0.5 => 0.8,70 ty => 190 ty,50 ty => 150 ty,2 => 3
PIS,0.3 => 0.7,No info,0.9 => 1,1 => 1.1,<= 1,<= 1,>= 1,<= 1,<= 1,UPCOM,Lâm nghiệp và Giấy L3,0.0,0.0,350 ty => 1150 ty,> 0.1,1000 => 2500,13 ty => 65 ty,<= 0,450 ty => 1450 ty,> 0.1,200 ty => 600 ty,36 ty => 140 ty,0.1 => 0.2,0.1 => 0.2,0.05 => 0.1,180 ty => 750 ty,4 => 9,5 => 8,0.5 => 0.8,190 ty => 550 ty,150 ty => 600 ty,1.5 => 2
VLW,> 0.7,No info,<= 0.9,> 1.1,<= 1,<= 1,<= 1,<= 1,<= 1,UPCOM,Nước & Khí đốt L3,0.51,0.0,115 ty => 350 ty,> 0.1,250 => 1000,13 ty => 65 ty,> 0.2,170 ty => 450 ty,0 => 0.1,200 ty => 600 ty,36 ty => 140 ty,> 0.2,0.05 => 0.1,0.05 => 0.1,180 ty => 750 ty,4 => 9,8 => 18,0.5 => 0.8,190 ty => 550 ty,150 ty => 600 ty,<= 1.5
HRB,> 0.7,<= 30,<= 0.9,1 => 1.1,<= 1,<= 1,<= 1,<= 1,<= 1,UPCOM,Bất động sản L3,0.4,0.0,<= 115 ty,<= 0,> 2500,13 ty => 65 ty,<= 0,<= 170 ty,0 => 0.1,70 ty => 200 ty,8 ty => 36 ty,> 0.2,0.1 => 0.2,> 0.1,40 ty => 180 ty,4 => 9,8 => 18,> 1.5,70 ty => 190 ty,150 ty => 600 ty,<= 1.5
PIV,<= 0.3,<= 30,<= 0.9,1 => 1.1,<= 1,<= 1,<= 1,<= 1,<= 1,UPCOM,Bất động sản L3,0.0,0.0932035443,<= 115 ty,<= 0,<= 250,<= 2 ty,> 0.2,<= 170 ty,<= 0,70 ty => 200 ty,<= 8 ty,<= 0.05,<= 0.05,<= 0.01,<= 40 ty,<= 1,<= 5,<= 0.5,70 ty => 190 ty,<= 50 ty,<= 1.5
NDC,> 0.7,30 => 70,<= 0.9,> 1.1,<= 1,<= 1,<= 1,>= 1,>= 1,UPCOM,Dược phẩm L3,0.0,0.0006338028,350 ty => 1150 ty,> 0.1,> 2500,13 ty => 65 ty,> 0.2,170 ty => 450 ty,> 0.1,70 ty => 200 ty,36 ty => 140 ty,0.1 => 0.2,> 0.2,> 0.1,180 ty => 750 ty,4 => 9,<= 5,> 1.5,70 ty => 190 ty,150 ty => 600 ty,<= 1.5
PVI,0.3 => 0.7,30 => 70,0.9 => 1,1 => 1.1,<= 1,<= 1,<= 1,<= 1,<= 1,HNX,Bảo hiểm phi nhân thọ L3,0.3499747549,0.5431428874,> 1150 ty,0 => 0.1,1000 => 2500,> 65 ty,> 0.2,> 1450 ty,0 => 0.1,> 600 ty,> 140 ty,0.1 => 0.2,0.05 => 0.1,0.01 => 0.05,> 750 ty,> 9,8 => 18,0.8 => 1.5,> 550 ty,> 600 ty,2 => 3
HU6,> 0.7,<= 30,<= 0.9,1 => 1.1,<= 1,<= 1,<= 1,<= 1,<= 1,UPCOM,Bất động sản L3,0.51,0.00884,<= 115 ty,<= 0,1000 => 2500,2 ty => 13 ty,0 => 0.2,<= 170 ty,0 => 0.1,70 ty => 200 ty,8 ty => 36 ty,> 0.2,0.1 => 0.2,0.05 => 0.1,40 ty => 180 ty,4 => 9,<= 5,0.5 => 0.8,70 ty => 190 ty,<= 50 ty,1.5 => 2
NDN,<= 0.3,30 => 70,0.9 => 1,1 => 1.1,<= 1,> 1,>= 1,<= 1,>= 1,HNX,Bất động sản L3,0.0,0.0254,115 ty => 350 ty,<= 0,1000 => 2500,> 65 ty,<= 0,> 1450 ty,> 0.1,200 ty => 600 ty,36 ty => 140 ty,> 0.2,0.1 => 0.2,0.05 => 0.1,> 750 ty,> 9,8 => 18,0.8 => 1.5,> 550 ty,> 600 ty,2 => 3
HU4,<= 0.3,<= 30,<= 0.9,1 => 1.1,<= 1,<= 1,<= 1,<= 1,<= 1,UPCOM,Xây dựng và Vật liệu L3,0.51,6.66667e-05,115 ty => 350 ty,<= 0,<= 250,2 ty => 13 ty,<= 0,450 ty => 1450 ty,0 => 0.1,70 ty => 200 ty,8 ty => 36 ty,0.05 => 0.1,<= 0.05,<= 0.01,180 ty => 750 ty,> 9,> 18,<= 0.5,190 ty => 550 ty,50 ty => 150 ty,2 => 3
PVM,<= 0.3,<= 30,0.9 => 1,1 => 1.1,> 1,> 1,<= 1,<= 1,<= 1,UPCOM,Tư vấn & Hỗ trợ Kinh doanh L3,0.5850183495,0.0,> 1150 ty,> 0.1,250 => 1000,13 ty => 65 ty,0 => 0.2,450 ty => 1450 ty,0 => 0.1,200 ty => 600 ty,8 ty => 36 ty,<= 0.05,0.05 => 0.1,0.05 => 0.1,180 ty => 750 ty,> 9,8 => 18,0.8 => 1.5,190 ty => 550 ty,150 ty => 600 ty,<= 1.5
HOM,<= 0.3,30 => 70,0.9 => 1,1 => 1.1,> 1,> 1,>= 1,>= 1,<= 1,HNX,Xây dựng và Vật liệu L3,0.7096083333,0.0102,> 1150 ty,<= 0,250 => 1000,13 ty => 65 ty,> 0.2,> 1450 ty,<= 0,> 600 ty,> 140 ty,0.1 => 0.2,<= 0.05,0.01 => 0.05,> 750 ty,4 => 9,8 => 18,<= 0.5,> 550 ty,150 ty => 600 ty,1.5 => 2
PCT,0.3 => 0.7,30 => 70,0.9 => 1,> 1.1,> 1,> 1,>= 1,>= 1,>= 1,HNX,Vận tải L3,0.0,0.0158,115 ty => 350 ty,> 0.1,<= 250,2 ty => 13 ty,<= 0,170 ty => 450 ty,> 0.1,200 ty => 600 ty,8 ty => 36 ty,0.05 => 0.1,<= 0.05,0.01 => 0.05,40 ty => 180 ty,4 => 9,> 18,0.5 => 0.8,190 ty => 550 ty,50 ty => 150 ty,<= 1.5
CBS,<= 0.3,No info,0.9 => 1,<= 1,<= 1,<= 1,<= 1,<= 1,<= 1,UPCOM,Sản xuất thực phẩm L3,0.0,0.0,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,<= 50 ty,No info
L62,<= 0.3,<= 30,0.9 => 1,1 => 1.1,<= 1,<= 1,<= 1,<= 1,>= 1,HNX,Công nghiệp nặng L3,0.0,0.0,350 ty => 1150 ty,> 0.1,<= 250,<= 2 ty,<= 0,450 ty => 1450 ty,0 => 0.1,70 ty => 200 ty,8 ty => 36 ty,0.05 => 0.1,<= 0.05,<= 0.01,180 ty => 750 ty,> 9,> 18,0.5 => 0.8,70 ty => 190 ty,50 ty => 150 ty,> 3
L63,<= 0.3,No info,0.9 => 1,<= 1,<= 1,<= 1,<= 1,<= 1,>= 1,UPCOM,Xây dựng và Vật liệu L3,0.3600000048,0.0,350 ty => 1150 ty,> 0.1,<= 250,<= 2 ty,<= 0,450 ty => 1450 ty,0 => 0.1,70 ty => 200 ty,36 ty => 140 ty,0.05 => 0.1,<= 0.05,<= 0.01,> 750 ty,> 9,> 18,0.5 => 0.8,70 ty => 190 ty,50 ty => 150 ty,> 3
CBI,0.3 => 0.7,No info,> 1,> 1.1,> 1,> 1,>= 1,>= 1,>= 1,UPCOM,Kim loại L3,0.5253971005,0.0,> 1150 ty,> 0.1,250 => 1000,13 ty => 65 ty,<= 0,> 1450 ty,<= 0,70 ty => 200 ty,> 140 ty,0.1 => 0.2,0.1 => 0.2,<= 0.01,> 750 ty,> 9,8 => 18,0.8 => 1.5,70 ty => 190 ty,150 ty => 600 ty,> 3
L61,> 0.7,30 => 70,<= 0.9,> 1.1,> 1,<= 1,>= 1,<= 1,<= 1,HNX,Công nghiệp nặng L3,0.4110057813,0.0,350 ty => 1150 ty,<= 0,No info,2 ty => 13 ty,<= 0,450 ty => 1450 ty,0 => 0.1,70 ty => 200 ty,36 ty => 140 ty,0.05 => 0.1,<= 0.05,<= 0.01,180 ty => 750 ty,> 9,No info,<= 0.5,70 ty => 190 ty,50 ty => 150 ty,> 3
L12,> 0.7,No info,0.9 => 1,> 1.1,> 1,> 1,>= 1,>= 1,>= 1,UPCOM,Xây dựng và Vật liệu L3,0.0852428571,0.0,115 ty => 350 ty,> 0.1,250 => 1000,2 ty => 13 ty,<= 0,170 ty => 450 ty,> 0.1,70 ty => 200 ty,8 ty => 36 ty,0.05 => 0.1,<= 0.05,0.01 => 0.05,180 ty => 750 ty,> 9,> 18,0.8 => 1.5,70 ty => 190 ty,50 ty => 150 ty,> 3
MQN,0.3 => 0.7,<= 30,0.9 => 1,<= 1,<= 1,<= 1,<= 1,<= 1,<= 1,UPCOM,Tư vấn & Hỗ trợ Kinh doanh L3,0.0,0.0,115 ty => 350 ty,<= 0,> 2500,13 ty => 65 ty,<= 0,<= 170 ty,<= 0,70 ty => 200 ty,8 ty => 36 ty,> 0.2,> 0.2,> 0.1,40 ty => 180 ty,1 => 4,<= 5,0.5 => 0.8,70 ty => 190 ty,50 ty => 150 ty,<= 1.5
CDR,<= 0.3,No info,0.9 => 1,1 => 1.1,> 1,<= 1,>= 1,>= 1,>= 1,UPCOM,Xây dựng và Vật liệu L3,0.29,0.0,115 ty => 350 ty,0 => 0.1,1000 => 2500,2 ty => 13 ty,<= 0,<= 170 ty,<= 0,<= 70 ty,<= 8 ty,<= 0.05,0.05 => 0.1,0.01 => 0.05,40 ty => 180 ty,> 9,5 => 8,0.5 => 0.8,<= 70 ty,<= 50 ty,> 3
AAA,<= 0.3,30 => 70,0.9 => 1,1 => 1.1,<= 1,<= 1,<= 1,<= 1,<= 1,HOSE,Hóa chất L3,0.0,0.025,> 1150 ty,> 0.1,1000 => 2500,> 65 ty,> 0.2,> 1450 ty,> 0.1,> 600 ty,> 140 ty,0.05 => 0.1,0.05 => 0.1,0.01 => 0.05,> 750 ty,> 9,8 => 18,0.8 => 1.5,> 550 ty,> 600 ty,2 => 3
AAM,0.3 => 0.7,30 => 70,0.9 => 1,1 => 1.1,<= 1,<= 1,<= 1,>= 1,<= 1,HOSE,Sản xuất thực phẩm L3,0.0,0.0101,115 ty => 350 ty,<= 0,250 => 1000,2 ty => 13 ty,<= 0,170 ty => 450 ty,<= 0,200 ty => 600 ty,8 ty => 36 ty,0.05 => 0.1,<= 0.05,0.01 => 0.05,40 ty => 180 ty,4 => 9,8 => 18,0.5 => 0.8,70 ty => 190 ty,50 ty => 150 ty,<= 1.5
ABT,> 0.7,30 => 70,0.9 => 1,1 => 1.1,<= 1,> 1,<= 1,<= 1,<= 1,HOSE,Sản xuất thực phẩm L3,0.0,0.0267,350 ty => 1150 ty,<= 0,> 2500,> 65 ty,<= 0,450 ty => 1450 ty,0 => 0.1,200 ty => 600 ty,36 ty => 140 ty,> 0.2,0.1 => 0.2,> 0.1,180 ty => 750 ty,4 => 9,5 => 8,0.8 => 1.5,190 ty => 550 ty,150 ty => 600 ty,<= 1.5
ACC,0.3 => 0.7,30 => 70,0.9 => 1,1 => 1.1,> 1,> 1,>= 1,>= 1,<= 1,HOSE,Xây dựng và Vật liệu L3,0.7336704,0.2036,350 ty => 1150 ty,0 => 0.1,> 2500,13 ty => 65 ty,0 => 0.2,170 ty => 450 ty,0 => 0.1,200 ty => 600 ty,36 ty => 140 ty,0.1 => 0.2,0.1 => 0.2,0.05 => 0.1,180 ty => 750 ty,4 => 9,5 => 8,0.8 => 1.5,190 ty => 550 ty,150 ty => 600 ty,1.5 => 2
HKB,<= 0.3,> 70,> 1,> 1.1,> 1,> 1,>= 1,>= 1,>= 1,HNX,Sản xuất thực phẩm L3,0.0,0.0114,<= 115 ty,<= 0,<= 250,<= 2 ty,0 => 0.2,450 ty => 1450 ty,<= 0,200 ty => 600 ty,<= 8 ty,<= 0.05,<= 0.05,<= 0.01,180 ty => 750 ty,<= 1,<= 5,<= 0.5,190 ty => 550 ty,<= 50 ty,<= 1.5
RTB,<= 0.3,No info,0.9 => 1,<= 1,<= 1,<= 1,<= 1,<= 1,<= 1,UPCOM,Hóa chất L3,0.9845989312,0.0,350 ty => 1150 ty,<= 0,1000 => 2500,> 65 ty,<= 0,> 1450 ty,<= 0,> 600 ty,> 140 ty,> 0.2,0.1 => 0.2,0.05 => 0.1,> 750 ty,4 => 9,<= 5,<= 0.5,> 550 ty,> 600 ty,1.5 => 2
MC3,<= 0.3,No info,0.9 => 1,<= 1,<= 1,<= 1,<= 1,<= 1,<= 1,UPCOM,Khai khoáng L3,0.51,0.0,115 ty => 350 ty,0 => 0.1,250 => 1000,<= 2 ty,<= 0,<= 170 ty,> 0.1,<= 70 ty,<= 8 ty,<= 0.05,<= 0.05,0.01 => 0.05,40 ty => 180 ty,> 9,> 18,0.8 => 1.5,<= 70 ty,<= 50 ty,> 3
